protein,ptms
Q9BW60,[]
Q13085,[00126:786]
O14757,[]
P08123,"[00037:null,00038:null,00039:null,00130:null]"
Q9H7X7,[]
P08581,"[00048:1234,00048:1235,00048:1349,00048:1356]"
A8K0R7,[]
Q9H1Y0,[]
Q6NXG1,"[00046:338,00046:494,00046:621,00047:491,00048:341]"
P06400,[00046:795]
P08183,[]
Q2M2I8,[]
P45381,[]
P0C7N1,[]
Q8N0U8,[]
P54132,[]
Q9BRX9,[]
Q96L33,[]
Q14134,[]
Q8NCM8,[]
Q14195,[00046:522]
Q7L7X3,[]
Q8IUE6,[00077:30]
Q6UWP7,[]
Q16280,[]
Q01974,[]
P25325,[00274:248]
P08123,"[00039:null,00130:null,01914:null]"
Q14623,[]
O94830,[]
O95864,[]
Q969V6,[]
P07332,[]
Q4KMP7,[]
P15311,[]
Q9H205,[]
A1A5B4,[]
A6NDH6,[]
Q9BW19,[]
Q9NQ92,[]
Q9Y6W8-1,[]
Q14142,[]
Q9UHB7,[]
P35504,[]
P32241,[]
Q96KN8,[]
Q99676,[]
P68431,[00064:19]
P46059,[]
P08779,[]
Q7Z2W4,"[00046:445,00046:602,00046:729,00047:599]"
P22466,[]
Q13330,[01149:509]
Q9H2W6,[]
Q9P296,[]
P49407,[01148:null]
Q15113,[]
Q13607,[]
Q93079,[01148:120]
P51681,[]
P18440,[00065:68]
Q9Y266,"[00046:274,00046:326]"
Q06432,[]
P78367,[]
P51864,[]
O95150,[]
Q16576,[]
Q9Y4C5,[]
P04150-5,[]
P51451,[00068:2]
O00399,[]
Q8NFW8,[]
Q14512,[]
P19971,[]
Q6UX72,[]
Q9BZK7,[]
P41221,[]
O00139,[]
P06899,[01148:121]
Q96BI3,[]
Q7Z6J9,[]
Q9NZR1,[]
Q15185,[]
Q3SY77,[]
Q969G2,[]
P31350,[]
P84098,[]
O96007,[]
Q6P499,[]
O76024,[00696:null]
P57735,"[00113:209,00113:210]"
Q01831,[01149:655]
P51452,[]
Q13485,[00752:null]
Q15293,[00696:null]
Q86XR8,[]
Q9BTU6,[]
Q96J01,[]
Q7Z6J4,[]
Q15464,[]
P09038,[]
P53992,[]
P17677,[]
O95267,[00047:184]
Q8N9K5,[]
Q9H7R5,[]
P07911,[00476:null]
Q9NSA2,[]
P17735,[00128:280]
Q9HAW4,[01148:null]
Q96LB4,[]
P02545-2,"[00046:22,00046:395]"
Q92186,[]
Q9H1J7,[00160:null]
Q9P2J3,[]
Q9H0T7,[]
P53597,[]
Q9GZK3,[]
O43790,[]
Q92990,[]
Q15262,[]
P06731,[00090:685]
Q8NGT5,[]
Q8TBZ8,[]
Q86UU0,[]
Q5NV82,[]
O95427,[]
O75600,[]
Q8WXD2,[00696:null]
Q96CD2,[]
P21291,[]
Q12860,[]
Q9Y2M0,[]
Q9BVA1,[00206:null]
Q8NGC2,[]
Q9Y5J9,[]
P52569-1,[]
Q9BXW6,[]
Q6VUC0,[]
Q9UNF1,[]
P06400,[]
Q8NH89,[]
Q13671,[]
Q9P0J1,[]
Q9P267,[]
Q86UP2,[00696:null]
Q9BZQ6,[]
P13196,[]
O75022,[]
Q08380,[]
Q9H2E6,[]
Q9UL25,[]
O95677,[00696:null]
Q14160,[]
Q9H900,[]
Q8NGI4,[]
Q8NH93,[]
O60909,[]
P51617,"[00046:null,00047:null]"
Q8NET8,[]
O75648,[]
Q13188,[]
Q52LW3,[]
O75886,[]
P21549,[00128:209]
P08582,[00696:null]
Q92804,[]
Q9NPJ4,[]
P04637,"[00046:15,00046:20,00046:46]"
Q8N184,[]
Q01518,[]
P03999,[01999:null]
P68431,"[00046:11,00047:12,00064:15,00064:19,00064:80]"
Q8IV01,[]
Q9UBC3,[]
Q86TH1,[]
P35236,[]
P01298,[]
P13686,[]
Q93034,[]
Q96A44,[]
Q96I25,[]
Q9BYR4,[]
Q9HBE5,[]
P42226,[]
O75762,[]
Q16621,[]
O15164,"[00046:445,00046:602,00046:729,00047:599]"
Q6YP21,[00128:280]
Q9UBT2,[00211:173]
Q9NUP1,[]
Q9HC96,[]
P20337,"[00113:217,00113:219]"
O95396,[]
O14649,[]
Q96AT9,[]
P63092,[]
P98177-1,"[00046:197,00046:262,00047:32]"
P22681,"[00048:700,00048:731,00048:774,01148:null]"
P68431,[00084:5]
Q6IA17,[]
P20933,[]
Q8IY63,[]
Q9H0L4,[]
Q07820,[]
P20585,[00029:356]
Q9BSG1,[]
P16104,"[00046:140,01148:14,01148:16]"
P55347,[]
P43088,[]
P33260,[]
P55201,[]
P23945,[]
Q8TD16,[]
P06734,[]
A6NMU1,[]
Q96S44,[]
Q9Y216,[]
Q8N0S2,[]
P09619,"[00048:579,00048:581,00048:716,00048:740,00048:751,00048:763,00048:771,00048:775,00048:778,00048:857,00048:1009,00048:1021]"
Q8NH94,[]
P53779,[]
Q9BUE0,[]
P03886,[]
O15371,[]
Q6VN20,[]
Q8N4V1,[]
Q04726,[01148:null]
Q7RTR8,[]
Q13530,[]
P13612,[]
Q14247,[00046:113]
A8K4G0,[]
P0DMN0,[]
Q14204,[]
Q2UY09,[00037:null]
P04745,[]
P12074,[]
Q92888,[]
P78417,[]
Q8NFA2,[]
Q9C0B1,[]
Q9NYW6,[]
Q9BXW9,[]
Q8IYU8,[]
P09467,[]
Q9H2G4,[]
Q7L7L0,[00077:4]
Q9Y241,[]
Q3KP31,[]
Q14533,[]
Q9UPV9,"[00046:338,00046:494,00046:621,00047:491,00048:341]"
P42830,[]
Q7Z4G1,[]
Q99880,[00064:null]
Q9UKA1,[]
Q6UX04,[]
O60674,[00048:1007]
Q8NGE7,[]
Q9H1Y0,[00134:130]
O15357,[]
Q9H8G1,[]
O43482,[]
Q99459,[]
P49590,[]
Q9BUH8,[]
Q16816,[]
Q8WW22,[]
Q9HAT8,[00696:null]
O14717,[]
Q969I3,[]
P36957,[]
P68431,[00085:37]
Q9UKT7,[]
O14494,[]
P84243,[00083:10]
Q9BT25,[]
Q9BXS1,[]
Q9HBE4,[]
P46087,[]
P52564,"[00046:207,00047:211]"
P06241,[]
P60331,[]
Q9H4P4,[]
Q9NWR8,[]
Q6WCQ1,"[00046:338,00046:494,00046:621,00047:491,00048:341]"
Q9Y6Z7,[]
P24928,[00046:5]
Q96EE3-2,[]
Q96D71,[]
P29597,[00048:1054]
P10912,"[00048:332,00048:487,00048:627]"
A6NMB1,[]
P47756,[]
P10243,[]
P55290,[]
Q13822,[]
Q9HAY6,[]
O14810,[]
O00308,[]
P22830,[]
Q68CZ2,[]
Q9NPL8,[]
Q2M3G0,[]
P20809,[]
Q9Y666,[]
Q6PEY2,[00064:40]
P02452,"[00039:null,00130:170]"
Q658P3,[]
Q9NZQ9,[]
Q15768,[]
O14950,[]
P01743,[]
Q15102,[]
Q16850,[]
Q8TAD4,[]
Q9GZT4,[]
Q3I5F7,[]
Q96EH5,[]
Q15652,[]
Q9NXE4,[]
Q71UI9,[]
P35070,[]
Q70CQ3,[]
Q8N5N7,[]
O75015,[00105:200]
P47985,[]
P04150-7,[]
P54764,[]
P06746,[01148:null]
B7ZC32,[]
Q9NPI9,[]
Q9BUE6,[]
P23588,[]
P30613-2,[]
P14927,[]
Q8WWG1,[]
Q02880,[01149:null]
Q8IYU2,[]
Q96Q80,[]
O00622,[00696:null]
P01772,[]
P25105,[]
Q659A1,[]
Q06278,[]
Q9H6D7,[]
Q13133-2,[]
Q04637,[]
O43493,[00696:null]
O75474,[]
P51153,[]
P48201,[]
Q9H902,[]
P15056,"[00046:null,00047:null]"
Q53ZZ1,[]
Q6UWW8,[]
P20336,"[00113:218,00113:220]"
O00221,"[00046:157,00046:161,01148:null]"
Q5JTW2,[]
P35900,[]
P00533,"[00048:992,00048:1045,00048:1068,00048:1086,00048:1148,00048:1173,01632:748,01636:749,01641:747]"
Q9Y2Z4,[]
P15954,[]
O76001,[]
Q8NH74,[]
Q9UGY1,[]
P04271,[]
Q15126,[]
Q9UBS8,[]
Q9P212,[]
Q99623,[]
O43597,[00048:55]
Q9C0J1,[]
Q9H8H0,[]
P04070,[00036:113]
Q6PXP3,[]
Q5FBB7,[]
P84022,[01148:null]
Q9BXC9,[]
P53384,[]
P02747,[]
Q15022,[]
Q9H5I1,[]
P31947,[]
O60671,[]
P04150-1,[]
Q96DB2,[]
P19474,[]
P55795,[]
O60882,[]
Q9Y5S9,[]
P42680,[]
Q9Y6K1,[]
O43278,[]
O14879,[]
P43403,[]
Q9BQG0,[]
Q6JQN1,[]
Q9H2A2,[]
P98177,[01148:null]
Q04206,"[01149:37,01149:122,01149:123]"
O14607,[]
Q9BXD5,[]
Q13936,[]
P36405,[]
Q9HBA9,[]
Q9H1N7,[]
O15315,[]
O14561,[]
Q9H6Z9,[]
P29320,"[00048:596,00048:602]"
O95631,[]
P34969,[]
Q86Y01,[]
Q8N257,[00064:6]
Q9H1D0,[]
P32927,"[00048:593,00048:628]"
Q5NV92,[]
Q9UNQ0,[00798:603]
P30532,[]
P00492,[]
O95971,[]
Q8TCC3,[]
Q13224,[]
Q9UKU7,[]
Q9Y6N7,[00048:1073]
P08123,"[00038:null,00039:null,00130:84,01914:null]"
O15488,[00166:196]
Q9NZ53,[]
Q8NEM0,[]
P11229,[]
Q9NT62,[01777:263]
Q96J84,[]
Q4ADV7,[]
O43174,[]
Q8NFI3,[]
Q7L190,[]
Q9HCX4,[]
O43676,[]
Q5JZY3,[00048:null]
P16410,[]
Q5QP82,[]
Q8TCX5,[]
O95140,[]
P49767,[]
P36639-3,[]
P23588,[00046:422]
O95125,[]
Q14191,"[01149:356,01149:496,01149:898]"
Q8NGJ5,[]
Q8NGR9,[]
Q9NVI1,"[00046:556,00046:559,00046:565,00046:617]"
Q53TN4,[]
O43837,[]
Q6L8H4,[]
Q92466,[00300:null]
Q32P41,[]
Q3LI67,[]
P48645,[]
P11245,[]
O15144,[]
P60413,[]
Q05397,[00048:397]
Q9NSD7,[]
P09919,[]
Q8IYV9,[]
P36969-2,[]
Q9P107,[]
Q13519,[]
Q9Y585,[]
Q08ER8,[]
P40199,[]
Q96A46,[]
Q9UGF5,[]
P28845,[]
Q9UJL9,[]
P46060,[01149:524]
P32322,[]
Q32P28,[]
P43026,[]
O14827,[]
O43264,[]
Q15392,[]
Q24JP5,[]
P0C024,[]
Q92769,[01149:462]
Q96B02,[00211:91]
P52564,[]
Q9NS82,[]
Q5JRX3,[]
Q14112,[]
Q8NE09,[]
P07098,[]
Q16619,[]
O43521,[]
Q5W064,[]
O75771,[]
P10721,"[00048:568,00048:570,00048:703,00048:721,00048:730,00048:823,00048:900,00048:936]"
P35968,[]
Q9H461,[]
Q96MG7,[]
P0C645,[]
P57775,[]
O60271,[]
Q6XYQ8,[]
Q13324-1,[]
O15254,[]
P58549,[]
Q8N0Y5,[]
Q9HB75,[]
O60779,[]
Q9BXT2,[]
Q13224,[00048:1474]
P11182,[00127:44]
P55085,[]
Q9NW08,[]
P52799,[]
Q9BXW9,"[00046:717,00047:691,01148:561]"
C9JR72,[]
Q06055,[]
Q8WWQ2,[]
P04435,[]
Q8IUX1,[]
O75019,[]
Q9Y2M5,[]
Q15118,[]
P46108,[]
Q9P283,[]
O95229,[]
O15438,[]
O60568,[]
Q8NBZ0,[]
O43913,[]
Q15771,"[00113:199,00113:200]"
P19961,[]
Q7Z3Z0,[]
P68431,[00219:18]
O95239,[]
Q92901,[]
Q8WW01,[]
Q08999,"[00046:672,00046:1035,00047:401]"
Q9H8M1,[]
P13646,[]
P62877,[]
O43303,[]
Q01196,"[00046:249,00046:273,00047:276]"
P23527,[00064:13]
O96000,[]
Q8NGE9,[]
Q9P1P4,[]
Q8TEB7,[01148:null]
O43914,[]
P04118,[]
Q14966,[]
P02766,[]
Q9NZU5,[]
P51805,[00048:null]
Q5DT21,[]
Q96QV6,[00077:12]
P03372-3,[]
Q9NP73,[]
Q96HY7,[]
Q9BU89,[]
Q9H4M9,[]
P86397,[]
P39086,[]
Q9BX95,[]
Q9UJU5,[]
P25054-1,"[00046:1501,00046:1504,00046:1505,00046:1507,00046:1510]"
Q5NV80,[]
Q6ZNJ1,[]
Q9P2N2,[]
Q02241,"[00046:904,00046:905]"
Q8NHG8,[]
P56159,[]
Q9BUF7,[]
Q15648,[]
P07766,"[00048:188,00048:199]"
P13796,[]
Q9BYC9,[]
Q96MN2,[]
P68431,[00219:3]
Q5SGD2,[]
O95047,[]
Q9H5Y7,[]
Q8WUA2,[]
P59990,[]
Q8NGJ6,[]
O60729,[]
P56539,[]
Q8WWX0,[]
P62314,[]
P55786,[]
Q8IUZ5,[]
O75747,[]
P15172,[]
P05026,[]
Q6ZMR3,[]
Q9BZX2,[]
Q8NGH3,[]
O00472,[]
Q9Y2F5,[]
P02100,[]
Q8IVP5,[00046:13]
Q9NRH3,[]
Q06730,[]
Q96E11,[]
Q96DE0,[]
Q8IYB9,[]
Q86TX2,[]
Q99788,[]
P20674,[]
Q9UKP4,[]
O95835,"[00046:909,00047:1097]"
Q9Y616,[]
P43351,"[01149:411,01149:412,01149:414]"
P26358,[01149:null]
Q86X67,[]
Q9Y289,[]
O14578-3,[]
P78552,[00048:null]
Q8WVX9,[]
O75460,[00046:724]
O95967,[]
O00541,[]
Q16099,[]
P35222,[00048:null]
P02545-1,"[00046:22,00046:395]"
O43615,[]
Q96CB8,[]
P33778,[00064:6]
Q8NGG1,[]
Q04837,[]
P15516,[]
P25054,[01148:null]
P43166,[]
Q9NP71,[00046:568]
O15056,[]
P21802-17,[]
Q15361,[]
P78330,[]
Q09327,[]
O43617,[]
Q8TAM1,[]
Q8NH02,[]
Q9NWW6,[]
Q5VYX0,[]
Q7RTN6,[]
Q13018,[]
Q08477,[]
Q68CK6,[]
P05386,[]
P11310,[]
Q9Y2K7,[]
Q9H1J7,[]
P98077,[]
Q86UE3,[]
Q9NP70,[]
Q8NHC7,[]
P00918,[]
Q8NGL4,[]
P10589,[]
P15559,[]
Q8NH80,[]
P08100,"[00046:334,00046:338,00046:343,00317:296]"
Q9P2P5,[]
Q9NZB8-5,[]
O00219,[]
Q9NQN1,[]
P10747,[00048:191]
Q92844,[01148:null]
O14842,[]
Q9BY31,[]
O60814,[00064:6]
Q96H86,[]
O00168,[]
Q9NR45,[]
P20585,[]
Q9NZ09,[]
Q9UIE0,[]
Q9NRD8,[]
Q8N339,[]
Q92558,[00048:151]
Q9UJM8,[]
Q96BN2,[]
P30043,[]
O60346,[]
P51689,[]
Q14103-3,"[00046:83,00046:87,01148:null]"
Q13480,[]
Q9C086,[]
Q9BYP7,[]
Q96A83,"[00039:null,01914:null]"
Q96T66,[]
Q96T51,[]
P24298,[00128:314]
Q99996,"[00046:445,00046:729]"
Q06124,"[00048:546,00048:584]"
Q8IVQ6,[]
Q6PEY0,[]
Q9H8Y8,"[00047:222,00047:225]"
P58005,[]
Q3LI61,[]
P53990,[]
Q96EY5,[]
Q13569,[01149:330]
Q6L8G9,[]
Q92947,[]
Q8N9B5,[]
Q08AH3,[]
Q6P1L8,[]
O43323,[00314:198]
O15504,[]
A8MVS1,[]
Q92521,[]
Q9UI08,[]
Q9UL33,[]
Q15562,[]
Q9P126,[]
P39880,[]
Q9Y271,[]
P11908,[]
Q96R72,[]
Q8NGN8,[]
Q3ZCQ8,[]
Q6P587,[]
Q6UUV7,[]
Q16555,"[00046:518,00046:522,00047:509,00047:514]"
Q9C005,[]
P11277,[]
Q01362,[]
Q149N8,[]
P35354,[]
P09848,[]
O95221,[]
Q15274,[]
Q8NHC5,[]
Q96J92,[]
Q9P2W7,[]
P00338,[]
Q9H300,[]
Q9P0U1,[]
O75586,[]
Q92917,[]
Q9BZZ2,[]
Q9BXL7,"[00046:552,00046:645]"
P35270,[]
Q9BSE5,[]
P07288,[]
A6NMZ5,[]
Q9NQZ8,[]
O95259,[]
Q15029,[]
Q9NRK6,[]
Q16587,[]
Q6A162,[]
A5YM72,[]
Q86XD5,"[00046:445,00046:602,00046:729,00047:599]"
P18825,[]
Q96NJ3,[]
Q8TB24,[]
O60337,[]
O94905,"[00048:463,00048:583,00048:585,00048:653,00048:654,00048:730,00048:766,00048:776]"
P23458,[00048:1034]
Q7Z3T1,[]
Q6RW13,"[00046:445,00046:602,00046:729,00047:599]"
P19105,[00046:19]
P14625,[00696:null]
Q6UVK1,[]
P58753,[]
Q9Y221,[]
P51449,[]
Q9BQE3,[00206:null]
Q8TCB6,[]
Q9UBT2,[]
P02765,[00696:null]
Q8NGR6,[]
O60895,[]
O14796,[]
O43819,[]
P32927,[]
O15197,"[00048:645,00048:651]"
P37288,[]
Q8NGK4,[]
P07438,[]
Q8NG95,[]
P30047,[]
P49848,[]
P53539,[]
Q14766,[00696:null]
Q92805,[]
A6NI28,[]
Q5S007,[]
P51168,[]
Q9UBU8,[]
P04626,"[00048:877,00048:1023,00048:1112,00048:1139,00048:1196,00048:1221,00048:1222,00048:1248]"
O60669,[]
O00716,[]
P40818,[00047:945]
Q99447,[]
Q7L7L0,[00078:30]
O95674,[]
P16104,[00046:140]
P04004,[]
P20671,[00077:12]
Q96EK6,[]
P42081,[]
Q9BY67,[]
Q99456,[]
Q7RTS7,[]
P62910,[]
Q14232,[]
P37268,[]
P48200,[]
Q9UHI6,[]
Q9NZL3,[]
O60353,[01148:null]
Q9NZ43,[]
Q71DI3,"[00046:11,00047:12,00064:15,00064:19]"
Q96N22,[]
P21802-5,[]
Q16666,[]
O00161,[00046:95]
A6NNM8,[]
Q9Y570,[]
Q8NFU3,[]
Q16822,[]
P54136,[]
O95180,[]
P49368,[]
Q96KK5,[00077:4]
P32456,[]
O43474,[]
P32119,[]
Q01638-2,[]
Q9Y6N5,"[00798:201,00798:379]"
Q06187,"[00048:223,00048:551]"
P55317,[]
Q13263,"[01149:554,01149:575,01149:676,01149:750,01149:779,01149:804]"
O00237,[]
Q15431,[]
O60522,[]
P07237,[]
P15918,[]
P23327,[]
Q9BTM9,[01623:101]
Q8WYA1,[]
Q9H4F1,[]
Q9UIJ5,[]
A8MUZ8,[]
P80404,[]
Q9H3M7,[]
Q96QV6,[00064:null]
Q8IVN8,[00812:null]
Q9UBW7,"[00048:766,00048:null]"
P27694,[]
Q96T53,[]
P50148,[]
Q8NGJ3,[]
Q96SR6,[]
Q9H3R2,[]
Q9NR12,[]
P50914,[]
B4DXR9,[]
P0C0S8,[]
Q9NYB0,[]
P29475,[]
Q86TB9,[]
Q9NYB9,"[00046:183,00046:216,00046:225,00046:410]"
Q71DI3,"[00046:11,00064:15,00064:19,00064:80]"
Q96BD5,[]
Q13887,[]
Q9NRD9,[]
Q14397,[]
P08151,[01148:null]
O96014,[00160:null]
Q8WV28,[]
Q01650,[]
Q7Z6M1,[]
Q9UMX0,[]
Q9UNX3,[]
P41217,[]
O75478,[]
P03891,[]
P07108,[]
Q15303-1,[]
Q86XP1,[]
Q96QD8,[]
Q96RD6,[]
Q96LT4,[]
Q9HCK8,[]
O95476,[]
P35243,[]
P32418,[]
Q9HC73,[]
Q9Y5L4,[]
P12018,[]
P54868,[]
Q9NQ25,[]
P25089,[]
Q13094,"[00048:113,00048:128,00048:145]"
P49758,[]
Q96J94,"[00076:14,00078:49,00078:53,00078:370]"
P06241-1,"[00048:420,00068:2]"
Q96CD0,[]
Q8NGW6,[]
O95067,[]
Q15910,[]
Q9NP77,[]
Q10586,[]
Q8NGZ0,[]
Q9NVR2,[]
O43323,[00798:199]
Q03060-6,[]
Q9Y3A4,[]
P02452,"[00037:null,00038:null,00039:null,00130:170]"
Q9H3S1,[]
Q8NH55,[]
Q9NPA8,[]
Q8IZJ6,[]
Q9H0S4,[]
Q96PD5,[]
P15531,[]
Q9Y5B0,[]
Q9UM11,[00696:null]
P61201,[]
Q8NGH9,[]
Q16777,[00078:4]
Q9Y4E8,[]
Q9UKR3,[]
Q9UEF7-2,[]
Q9Y3I0,[]
P07910,[01149:250]
Q9UII4,[]
P32297,[]
Q9Y6W5,"[00046:343,00047:346,00048:150]"
Q92670,[]
Q9UD71,"[00047:34,00047:75]"
Q9NT99,[]
Q86VZ5,[]
Q71DI3,[00064:19]
Q68DY1,[]
Q52M93,[]
O14896,[]
O43353,[]
Q6UXZ3,[]
Q9Y6M0,[00105:288]
P51955,[]
P16662,[]
Q9NWU5,[]
P52569-2,[]
Q6L8G4,[]
P35916,[]
Q9P286,[]
O43314,[]
P43629,[]
P24928,[]
Q9Y473,[]
Q99878,[00064:null]
Q96GY3,[]
Q96I59,[]
O75385,[00046:758]
Q9UBX5,[]
Q7Z7C8,[]
O43820,[]
P52565,[]
Q11201,[]
Q8WZ55,[]
P98077,[00048:null]
Q7Z2D5,[]
Q9NRM1,[00696:null]
Q8IUE6,[00077:4]
Q8N257,[00064:16]
O14641,[01148:null]
P45985,"[00046:257,00047:261]"
Q13976-1,[]
P02778,[]
Q9H8M9,[00696:null]
Q92558,"[00046:null,00047:null,00048:151]"
Q8N302,[00046:621]
Q99708,"[00046:327,00047:847]"
P52848,[]
Q6PIL6,[]
Q05469,[]
Q96QV1,[]
P46663,[]
P03950,[]
Q9Y6F6,"[00046:657,00046:670]"
Q9Y2H2,[]
P98172,[]
Q86Y13,[]
Q04912,"[00048:1238,00048:1239,00048:1353,00048:1360]"
P0CG30,[]
A8K855,[]
Q6R327,[]
Q12770,[]
Q13410,[]
Q9ULM2,[]
Q9UL01,[]
P01178,[]
Q96RC9,[]
P21266,[]
P17275,[]
P30304,[01148:null]
Q96Q05,[]
Q9UHJ6,[]
Q9C0C7,[]
Q9UP52,[]
P07947,"[00048:426,00068:2]"
Q9NXX6,[]
Q16795,[]
Q14623,"[00160:282,01148:null]"
P55011,[]
Q01581,[]
Q7L9L4,[]
Q9BY11,[]
Q13153,[00046:144]
P48664,[]
O15240,[00696:null]
O15042,[]
Q96F44,[]
P0C5Y9,[00076:4]
Q96RD2,[]
P85299,[]
Q8N841,[]
P57679,[]
Q13423,[]
Q96HD9,[]
P16871,[00048:449]
P32248,[]
P49207,[]
A2VEC9,[]
O95405-1,[]
P28329,[]
P08123,"[00038:null,00039:null,00130:84,00162:null]"
P51178,[]
Q6NX49,[]
P18065,[]
Q16777,[00077:30]
Q8NGJ9,[]
O95837,[]
P09012,[]
P08620,[]
Q9UKS6,[]
Q8WVN8,[]
O00746,[]
Q96HE7,[]
Q6NSZ9,[]
P30049,[]
O43365,[]
Q9UBX1,[]
Q93008,[]
Q68DI1,[]
Q9Y2X0,[]
Q9Y5L3,[]
O00635,[]
Q0VD83,[]
P50225,[]
Q9H1J1,[]
Q9NSV4,[]
Q9UGC7,[]
Q96QE2,[]
P51857,[]
P60484,[00048:336]
Q99966,[]
P23511,[]
Q3ZCM7,[]
P52333,"[00048:904,00048:939]"
P20936,[]
Q6JVE5,[]
P27695,[]
O95757,[]
P52333,[00696:null]
Q8N2Q7,[]
Q6P988,[00696:null]
P58180,[]
Q14832,[]
P22570,[]
P01270,[]
Q16555,[00046:522]
P49419,[]
P13349,[]
Q96FX2,[]
Q02750,"[00046:218,00046:222]"
Q7Z569,[]
P20700,"[00046:23,00046:395,00046:405]"
O60240,[]
P21802-18,[]
Q6FI13,[00077:30]
Q6P6C2,[]
P49005,[]
P22105,[]
Q16698,[]
P68106,[]
Q9H8Y8,[]
P17535,[]
Q15722,[]
Q15398,[]
P04150-3,[]
Q7LBE3,[]
Q68DV7,[01148:null]
P52926,[]
Q96RA2,[]
P41220,[]
Q99996,"[00046:445,00046:602,00046:729,00047:599]"
P40222,[]
P31994,[]
A5YM69,[]
P24723,[]
P55287,[]
Q96G04,[]
Q7Z7E8,[]
O15552,[]
Q12829,[00113:275]
P60409,[]
P57723,[]
Q86YP4,[]
Q86UR5,[]
Q02252,[]
P16157,[]
Q15937,[]
Q8NGT7,[]
Q6UXN2,[]
O94991,[]
Q9NV72,[]
P49682,[]
O15294,[]
Q06124,[00048:546]
Q5JUW0,[]
P78540,[]
Q9H2C8,[]
Q6P1J9,[]
P13500,[]
Q9UD71,[00046:137]
P07949,[]
Q9UBV2,[]
O95070,[]
Q6ZMU5,[]
Q9NZZ3,[]
Q8NFZ5,[]
Q9ULE3,[]
Q96RL6,[]
Q8WWG9,[]
P04733,[]
O60312,[]
Q92502,[]
P84243,[00084:10]
Q92979,[]
O43861,[]
P48551-2,[]
Q15678,[]
P54793,[00835:78]
Q9UNS1,[]
Q5NV67,[]
P29279,[]
Q8TE04,[]
Q9Y6Q3,[]
Q8NEY4,[]
O95780,[]
P28347,[]
Q96G01,[]
Q04725,[01148:null]
Q8WUY9,[]
Q8N3J5,[]
P14649,[]
Q07666,[]
P04181,[00128:292]
Q9H477,[]
P0C5Y4,[]
Q5QJU3,[]
Q15847,[]
Q8WXB1,[]
Q9NVS2,[]
P40937,[]
P59534,[]
P40305,[]
P05091,[]
Q9BUD6,[]
Q96AV8,[]
Q8IZK6,[]
Q9Y4X1,[]
P15586,[00835:91]
Q8WYR1,[]
Q9NVD7,[]
P22102,[]
P14618-2,[]
Q8NBJ7,[]
Q05932-1,[]
Q15428,[]
Q9NXH9,[]
P30520,[]
P35749,[]
Q9BQ51,[]
P30518,[00696:null]
Q9NUW8,[]
P35637,[]
Q86X55,[]
Q5T7B8,[]
C9JRZ8,[]
Q15717,"[00046:158,00046:221]"
Q92547,[]
O43633,[]
Q9NZJ0,[]
P29374,[]
P16410,"[00048:165,00048:182]"
P11177,[]
P57789,[]
P10721,"[00046:741,00046:746]"
P17540,[]
Q6IFH4,[]
O95486,[00696:null]
P15976,[]
O43708,[]
Q9BTY2,[00696:null]
Q9BV57,[]
Q9NQC1,[]
P48061,[]
P20823,[]
P51161,[]
Q53FV1,[]
Q9NYM4,[]
O75616,[]
Q9UKP5,[00812:null]
Q08881,[00048:512]
Q9NYW4,[]
Q05996,[]
P18440,[]
Q9BXN1,[]
P35251,[]
Q9HB63,[]
Q8NDX6,[]
Q8NG99,[]
Q16798,[]
Q96EP0,[]
Q9NYS0,[]
Q17RB8,[]
Q9H255,[]
Q7Z3C6,[]
Q16777,[00077:12]
Q9NQ11,[]
Q99576,[]
Q9HD33,[]
Q13415,"[00046:null,00047:null,01148:null]"
O96033,[]
O76090,[]
Q969X6,[]
P29083,[]
P26371,[]
P34995,[]
Q5T2D3,[]
P02144,[]
Q2KJY2,[]
Q8N157,[]
Q8IUE6,[00078:30]
Q13177,"[00046:141,00047:402,00048:130]"
Q2PPJ7,"[00046:486,00046:696,00047:715]"
Q969N4,[]
Q92752,[]
Q14534,[]
P41221,[00160:null]
O75116,[]
B2RTY4,[]
Q8WYQ3,"[00798:102,00798:112]"
Q8WUX9,[]
P43119,[]
Q8NE62,[]
Q5JT25,[00113:222]
Q71DI3,[00077:27]
Q16661,[]
Q8NGQ5,[]
P49642,[]
O94906,[]
P29966,[]
O75159,[]
Q7Z4G4,[]
P60568,[]
Q9BZL6,[]
P31944,[]
Q99878,[00077:30]
Q9P2W9,[]
P22612,[]
P42765,[]
Q5BKT4,[]
Q8TDQ0,[]
Q7L7L0,[00077:12]
Q8N6G5,[]
Q96BP3,[]
Q9Y2W7,[]
Q5SRE5,[]
P02771,[]
Q8WTR7,[]
Q16878,[]
Q8IZV5,[]
Q12840,[]
Q9H4L4,[]
Q9Y618,[01149:672]
Q86UX7,[]
Q8NGK5,[]
P78356,[00046:326]
P32970,[]
Q8IUE6,[]
P17676,[00047:235]
Q8NGP6,[]
Q9P1A6,[]
Q9NVX0,[]
O43307,[]
Q969M7,[00058:1]
P55082,[]
P51617,"[00046:376,00046:null,00047:209,00047:387,00047:null,01148:134,01148:160]"
Q5T754,[]
Q71DI3,"[00047:12,00085:10]"
O75417,[]
Q96JF0,[]
O60343,"[00046:318,00046:341,00046:570,00046:588,00046:751,00047:642]"
Q5NUL3,[]
O95835,[]
P54646,[00047:172]
Q16629,[]
Q9BZS1,[]
