UniProtKB:A0A075B6P5,20-120
UniProtKB:Q9NXR8,1-418
UniProtKB:Q9NXT0,1-402
UniProtKB:Q9NXX6,1-385
UniProtKB:Q9NY12,1-217
UniProtKB:Q9NY15,26-2570
UniProtKB:Q9NY25,1-188
UniProtKB:Q9NY26,1-324
UniProtKB:Q9NY27,1-417
UniProtKB:Q9NY28,1-637
UniProtKB:Q9NY37,1-505
UniProtKB:Q9NY46,1-2000
UniProtKB:Q9NY47,19-1150
UniProtKB:Q9NY47,1002-1150
UniProtKB:Q9NY59,1-655
UniProtKB:Q9NY61,1-560
UniProtKB:Q9NY64,1-477
UniProtKB:Q9NY65,1-449,Lys-null,MOD:00064
UniProtKB:Q9NY65,1-449
UniProtKB:Q9NY65,1-449,XXX-null,MOD:00207
UniProtKB:Q9NY65,1-449,XXX-null,MOD:00206
UniProtKB:Q9NY72,23-215
UniProtKB:Q9NY84,23-470,XXX-470,MOD:00105
UniProtKB:Q9NY91,1-659
UniProtKB:Q9NY97,1-397
UniProtKB:Q9NYA1,1-384,Ser-225,MOD:00046
UniProtKB:Q9NYA1,1-384
UniProtKB:Q9NYA4,1-1195
UniProtKB:Q9NYB0,1-399
UniProtKB:Q9NYB5,1-712
UniProtKB:Q9NYB9,1-513,Ser-183/Ser-216/Ser-225/Ser-410,MOD:00046
UniProtKB:Q9NYB9,1-513
UniProtKB:Q9NYF0,1-836
UniProtKB:Q9NYF5,1-915
UniProtKB:Q9NYG5,1-84
UniProtKB:Q9NYG8,1-393
UniProtKB:Q9NYH9,1-597
UniProtKB:Q9NYJ1,1-87,Cys-34/Cys-44,MOD:00798
UniProtKB:Q9NYJ1,1-87
UniProtKB:Q9NYJ8,1-693
UniProtKB:Q9NYK1,?-1049
UniProtKB:Q9NYK1,27-1049
UniProtKB:Q9NYK5,1-338
UniProtKB:Q9NYL5,1-469
UniProtKB:Q9NYL9,1-352
UniProtKB:Q9NYM4,17-423
UniProtKB:Q9NYM9,1-111
UniProtKB:Q9NYP7,1-299
UniProtKB:Q9NYP9,1-233
UniProtKB:Q9NYQ3,2-351
UniProtKB:Q9NYR8,1-311
UniProtKB:Q9NYR9,1-191
UniProtKB:Q9NYS0,1-192
UniProtKB:Q9NYS7,1-404
UniProtKB:Q9NYT6,1-803
UniProtKB:Q9NYU1,28-1516
UniProtKB:Q9NYU2,43-1555
UniProtKB:Q9NYV4,1-1490
UniProtKB:Q9NYV6,1-651
UniProtKB:Q9NYV7,1-291
UniProtKB:Q9NYV8,1-317
UniProtKB:Q9NYV9,1-303
UniProtKB:Q9NYW0,1-307
UniProtKB:Q9NYW1,1-312
UniProtKB:Q9NYW2,1-309
UniProtKB:Q9NYW3,1-318
UniProtKB:Q9NYW4,1-299
UniProtKB:Q9NYW5,1-299
UniProtKB:Q9NYW6,1-316
UniProtKB:Q9NYW7,1-299
UniProtKB:Q9NYY1,25-176
UniProtKB:Q9NYY3,1-685
UniProtKB:Q9NYZ2,1-338
UniProtKB:Q9NYZ3,1-720
UniProtKB:Q9NYZ3,1-720,Ser-435,MOD:00046
UniProtKB:Q9NYZ3,1-720,Thr-513/Thr-526,MOD:00047
UniProtKB:Q9NYZ4,17-499
UniProtKB:Q9NZ01,1-308
UniProtKB:Q9NZ08,1-941
UniProtKB:Q9NZ09,1-502
UniProtKB:Q9NZ20,20-509
UniProtKB:Q9NZ32,1-417
UniProtKB:Q9NZ42,1-101
UniProtKB:Q9NZ43,1-259
UniProtKB:Q9NZ52,1-723
UniProtKB:Q9NZ53,33-605
UniProtKB:Q9NZ53,33-605,XXX-97/XXX-118,MOD:00181
UniProtKB:Q9NZ71,1-1219
UniProtKB:Q9NZ94,38-848
UniProtKB:Q9NZB8-1,1-636
UniProtKB:Q9NZB8-5,1-385
UniProtKB:Q9NZC2,19-230
UniProtKB:Q9NZC3,1-331
UniProtKB:Q9NZC7,1-414
UniProtKB:Q9NZD2,2-209
UniProtKB:Q9NZE8,?-188
UniProtKB:Q9NZF1,1-115
UniProtKB:Q9NZH6,?-218
UniProtKB:Q9NZH6,1-218
UniProtKB:Q9NZH7,5-164
UniProtKB:Q9NZH8,18-169
UniProtKB:Q9NZI2,1-227
UniProtKB:Q9NZI5,1-618
UniProtKB:Q9NZI8,1-577
UniProtKB:Q9NZJ0,1-730
UniProtKB:Q9NZJ5,30-1116
UniProtKB:Q9NZJ6,?-369
UniProtKB:Q9NZJ9,1-180
UniProtKB:Q9NZK5,30-511
UniProtKB:Q9NZK7,20-142
UniProtKB:Q9NZL3,1-707
UniProtKB:Q9NZL6,1-768
UniProtKB:Q9NZL9,2-334
UniProtKB:Q9NZL9,2-334,Lys-null,MOD:01148
UniProtKB:Q9NZM3,1-1697
UniProtKB:Q9NZN1,19-696
UniProtKB:Q9NZN3,1-535
UniProtKB:Q9NZN4,1-543
UniProtKB:Q9NZN5,1-1544
UniProtKB:Q9NZN8,1-540
UniProtKB:Q9NZP0,1-311
UniProtKB:Q9NZP2,1-312
UniProtKB:Q9NZP5,1-309
UniProtKB:Q9NZQ3,1-722
UniProtKB:Q9NZQ7,19-290
UniProtKB:Q9NZQ8,1-1165
UniProtKB:Q9NZQ9,1-345
UniProtKB:Q9NZR1,1-351
UniProtKB:Q9NZS2,1-232
UniProtKB:Q9NZT1,2-146
UniProtKB:Q9NZU0,26-649
UniProtKB:Q9NZU1,21-646
UniProtKB:Q9NZU5,1-365
UniProtKB:Q9NZV6,1-116
UniProtKB:Q9NZV7,1-527
UniProtKB:Q9NZV8,1-630
UniProtKB:Q9NZW4,463-1301
UniProtKB:Q9NZZ3,1-219
UniProtKB:Q9P000,1-198
UniProtKB:Q9P000,2-198
UniProtKB:Q9P013,2-229
UniProtKB:Q9P015,22-296
UniProtKB:Q9P031,1-241
UniProtKB:Q9P032,1-175
UniProtKB:Q9P035,1-362
UniProtKB:Q9P086,1-117
UniProtKB:Q9P0G3,41-267
UniProtKB:Q9P0J0,2-144
UniProtKB:Q9P0J1,72-537
UniProtKB:Q9P0J6,?-103
UniProtKB:Q9P0J7,2-381
UniProtKB:Q9P0K1,223-906
UniProtKB:Q9P0L0,1-249
UniProtKB:Q9P0L1,1-754
UniProtKB:Q9P0M4,19-197
UniProtKB:Q9P0M9,1-148
UniProtKB:Q9P0N5,1-145
UniProtKB:Q9P0N9,1-293
UniProtKB:Q9P0P0,1-153
UniProtKB:Q9P0S2,?-106
UniProtKB:Q9P0S3,1-153
UniProtKB:Q9P0U1,1-55
UniProtKB:Q9P0U3,1-644
UniProtKB:Q9P0U4,1-656
UniProtKB:Q9P0W2,1-317
UniProtKB:Q9P0X4,1-2223
UniProtKB:Q9P0Z9,1-390
UniProtKB:Q9P104,1-306
UniProtKB:Q9P107,1-970
UniProtKB:Q9P109,1-453
UniProtKB:Q9P121,34-321,Asn-321,MOD:00092
UniProtKB:Q9P126,1-229
UniProtKB:Q9P126,1-229,Tyr-7,MOD:00048
UniProtKB:Q9P127,1-313
UniProtKB:Q9P1A6,1-1054
UniProtKB:Q9P1P4,1-343
UniProtKB:Q9P1P5,1-351
UniProtKB:Q9P1Q0,1-977
UniProtKB:Q9P1Q5,1-309
UniProtKB:Q9P1U0,1-126
UniProtKB:Q9P1W8,29-387
UniProtKB:Q9P1Z3,1-774
UniProtKB:Q9P209,1-647
UniProtKB:Q9P212,1-2302
UniProtKB:Q9P218,23-1284,Pro-null,MOD:00039|Lys-null,MOD:01914
UniProtKB:Q9P218,23-1284,Lys-null,MOD:00162
UniProtKB:Q9P218,23-1284,Pro-null,MOD:00038|Pro-null,MOD:00039|Lys-null,MOD:00162
UniProtKB:Q9P218,23-1284,Pro-null,MOD:00038|Pro-null,MOD:00039
UniProtKB:Q9P218,23-1284,Pro-null,MOD:00038|Pro-null,MOD:00039|Lys-null,MOD:01914
UniProtKB:Q9P218,23-1284,Lys-null,MOD:00037|Pro-null,MOD:00039
UniProtKB:Q9P218,23-1284,Pro-null,MOD:00039|Lys-null,MOD:00162
UniProtKB:Q9P218,23-1284,Lys-null,MOD:01914
UniProtKB:Q9P218,23-1284,Lys-null,MOD:00037
UniProtKB:Q9P218,23-1284,Pro-null,MOD:00039
UniProtKB:Q9P218,23-1284,Lys-null,MOD:00037|Pro-null,MOD:00038|Pro-null,MOD:00039
UniProtKB:Q9P218,23-1284
UniProtKB:Q9P219,1-2028
UniProtKB:Q9P227,1-1491
UniProtKB:Q9P232,20-1002,XXX-1002,MOD:00105
UniProtKB:Q9P241,1-1426
UniProtKB:Q9P244,32-771
UniProtKB:Q9P255,1-531
UniProtKB:Q9P258,1-522
UniProtKB:Q9P267,1-1494
UniProtKB:Q9P272,1-454
UniProtKB:Q9P283,27-1093,XXX-null,MOD:00812
UniProtKB:Q9P283,27-1093
UniProtKB:Q9P286,1-719
UniProtKB:Q9P289,1-305
UniProtKB:Q9P289,1-416
UniProtKB:Q9P289,306-416
UniProtKB:Q9P296,1-337
UniProtKB:Q9P299,1-210
UniProtKB:Q9P2D8,1-2635
UniProtKB:Q9P2E2,1-1029
UniProtKB:Q9P2E5,1-772
UniProtKB:Q9P2F6,1-1191
UniProtKB:Q9P2H3,1-777
UniProtKB:Q9P2I0,1-782
UniProtKB:Q9P2J3,1-617
UniProtKB:Q9P2J5,1-1176
UniProtKB:Q9P2J8,1-865
UniProtKB:Q9P2J9,67-529
UniProtKB:Q9P2K1,1-1620
UniProtKB:Q9P2K6,1-505
UniProtKB:Q9P2L0,1-1181
UniProtKB:Q9P2M4,1-693
UniProtKB:Q9P2M7,1-1197
UniProtKB:Q9P2N2,1-729
UniProtKB:Q9P2N4,288-1935,XXX-null,MOD:00812
UniProtKB:Q9P2N4,288-1935
UniProtKB:Q9P2N6,1-904
UniProtKB:Q9P2N7,1-655
UniProtKB:Q9P2P5,1-1572
UniProtKB:Q9P2R7,53-463
UniProtKB:Q9P2S2,29-1712
UniProtKB:Q9P2T1,1-348
UniProtKB:Q9P2U7,1-560
UniProtKB:Q9P2U8,1-582
UniProtKB:Q9P2W1,1-217
UniProtKB:Q9P2W3,1-64
UniProtKB:Q9P2W7,1-334
UniProtKB:Q9P2W9,1-335
UniProtKB:Q9P2X0,1-92
UniProtKB:Q9P2Y5,1-699
UniProtKB:Q9TNN7,25-366
UniProtKB:Q9TQE0,30-266
UniProtKB:Q9UBB5,1-411
UniProtKB:Q9UBB9,1-837
UniProtKB:Q9UBC0,1-465
UniProtKB:Q9UBC2,2-864
UniProtKB:Q9UBC3,1-853
UniProtKB:Q9UBC9,2-169
UniProtKB:Q9UBD3,22-114
UniProtKB:Q9UBD5,1-711
UniProtKB:Q9UBD6,1-479
UniProtKB:Q9UBD9,28-225
UniProtKB:Q9UBE0,1-346
UniProtKB:Q9UBE8,1-527,Thr-298,MOD:00047
UniProtKB:Q9UBE8,1-527
UniProtKB:Q9UBF2,1-871
UniProtKB:Q9UBF6,2-113
UniProtKB:Q9UBF8,1-816
UniProtKB:Q9UBG0,31-1479
UniProtKB:Q9UBH0,2-155
UniProtKB:Q9UBI1,1-195
UniProtKB:Q9UBI6,2-69
UniProtKB:Q9UBJ2,1-740
UniProtKB:Q9UBK2,1-798
UniProtKB:Q9UBK2,1-798,Ser-266,MOD:00046|Thr-263/Thr-299,MOD:00047
UniProtKB:Q9UBK2,1-798,Ser-539,MOD:00046|Thr-178,MOD:00047
UniProtKB:Q9UBK5,19-93
UniProtKB:Q9UBK8,1-725
UniProtKB:Q9UBK9,1-157
UniProtKB:Q9UBL3,1-628
UniProtKB:Q9UBL6,1-633
UniProtKB:Q9UBL9,1-471
UniProtKB:Q9UBM1,2-199
UniProtKB:Q9UBM4,20-32
UniProtKB:Q9UBM4,20-87
UniProtKB:Q9UBM4,20-114
UniProtKB:Q9UBM4,20-332
UniProtKB:Q9UBM4,33-87
UniProtKB:Q9UBM4,88-114
UniProtKB:Q9UBM4,115-332
UniProtKB:Q9UBM7,1-475
UniProtKB:Q9UBM8,1-478
UniProtKB:Q9UBN1,1-327
UniProtKB:Q9UBN4,1-977
UniProtKB:Q9UBN6,56-386
UniProtKB:Q9UBN7,1-1215
UniProtKB:Q9UBP5,1-337
UniProtKB:Q9UBP6,2-276
UniProtKB:Q9UBQ0,1-182
UniProtKB:Q9UBQ5,2-218
UniProtKB:Q9UBQ6,1-330
UniProtKB:Q9UBQ7,1-328
UniProtKB:Q9UBR1,1-384
UniProtKB:Q9UBR2,62-303
UniProtKB:Q9UBR2,62-303,XXX-null,MOD:00160
UniProtKB:Q9UBR4,1-397
UniProtKB:Q9UBS0,1-482
UniProtKB:Q9UBS0,1-482,Ser-15/Ser-356,MOD:00046
UniProtKB:Q9UBS3,1-223
UniProtKB:Q9UBS4,23-358
UniProtKB:Q9UBS5,15-961
UniProtKB:Q9UBS8,1-474
UniProtKB:Q9UBT2,1-640,XXX-173,MOD:00211
UniProtKB:Q9UBT2,1-640
UniProtKB:Q9UBT3,19-224
UniProtKB:Q9UBT6,1-870
UniProtKB:Q9UBU2,34-259
UniProtKB:Q9UBU3-1,1-117
UniProtKB:Q9UBU3-1,24-50
UniProtKB:Q9UBU3-1,24-50,XXX-26,MOD:00390
UniProtKB:Q9UBU3-1,24-50,XXX-26,MOD:00295
UniProtKB:Q9UBU3-1,24-51,XXX-26,MOD:00295
UniProtKB:Q9UBU3-1,24-51,XXX-26,MOD:00390
UniProtKB:Q9UBU3-1,24-51
UniProtKB:Q9UBU3-1,24-117,XXX-26,MOD:00295
UniProtKB:Q9UBU3-1,24-117,XXX-26,MOD:00390
UniProtKB:Q9UBU3-1,24-117
UniProtKB:Q9UBU3-1,52-117
UniProtKB:Q9UBU3-2,1-116
UniProtKB:Q9UBU3-2,24-116
UniProtKB:Q9UBU7,1-674
UniProtKB:Q9UBU8,1-362
UniProtKB:Q9UBU9,2-619
UniProtKB:Q9UBV2,22-794
UniProtKB:Q9UBV4,30-365,XXX-null,MOD:00160|XXX-227,MOD:01381
UniProtKB:Q9UBV4,30-365
UniProtKB:Q9UBV4,30-365,XXX-null,MOD:00160
UniProtKB:Q9UBV7,1-327
UniProtKB:Q9UBW5,1-565
UniProtKB:Q9UBW7,1-913
UniProtKB:Q9UBW7,1-913,Tyr-null/Tyr-766,MOD:00048
UniProtKB:Q9UBW8,2-275
UniProtKB:Q9UBX1,271-484
UniProtKB:Q9UBX3,1-287
UniProtKB:Q9UBX5,24-448
UniProtKB:Q9UBX8,1-382
UniProtKB:Q9UBY0,1-812
UniProtKB:Q9UBY5,1-353
UniProtKB:Q9UBZ9,1-1251
UniProtKB:Q9UC06,1-446
UniProtKB:Q9UD71,1-204,Thr-34,MOD:00047
UniProtKB:Q9UD71,1-204,Ser-102,MOD:00046
UniProtKB:Q9UD71,1-204,Ser-137,MOD:00046|Thr-34,MOD:00047
UniProtKB:Q9UD71,1-204,Ser-137,MOD:00046|Thr-75,MOD:00047
UniProtKB:Q9UD71,1-204,Ser-102,MOD:00046|Thr-34/Thr-75,MOD:00047
UniProtKB:Q9UD71,1-204,Ser-137,MOD:00046
UniProtKB:Q9UD71,1-204,Ser-102,MOD:00046|Thr-75,MOD:00047
UniProtKB:Q9UD71,1-204,Ser-102/Ser-137,MOD:00046
UniProtKB:Q9UD71,1-204,Thr-75,MOD:00047
UniProtKB:Q9UD71,1-204,Ser-102,MOD:00046|Thr-34,MOD:00047
UniProtKB:Q9UD71,1-204,Ser-137,MOD:00046|Thr-34/Thr-75,MOD:00047
UniProtKB:Q9UD71,1-204,Thr-34/Thr-75,MOD:00047
UniProtKB:Q9UD71,1-204,Ser-102/Ser-137,MOD:00046|Thr-34,MOD:00047
UniProtKB:Q9UD71,1-204,Ser-102/Ser-137,MOD:00046|Thr-75,MOD:00047
UniProtKB:Q9UD71,1-204
UniProtKB:Q9UD71,1-204,Ser-102/Ser-137,MOD:00046|Thr-34/Thr-75,MOD:00047
UniProtKB:Q9UDR5,33-926
UniProtKB:Q9UDV6,1-495
UniProtKB:Q9UDV7,1-671
UniProtKB:Q9UDW1,2-63
UniProtKB:Q9UDW3,1-170
UniProtKB:Q9UDY2
UniProtKB:Q9UDY2,1-1190
UniProtKB:Q9UDY6,1-481
UniProtKB:Q9UDY8,1-824
UniProtKB:Q9UEF7-1,34-1012
UniProtKB:Q9UEF7-2,34-549
UniProtKB:Q9UER7,1-740
UniProtKB:Q9UET6,1-329
UniProtKB:Q9UEU0,2-232
UniProtKB:Q9UEW3,1-520,Cys-447/Cys-460/Cys-488/Cys-498/Cys-508/Cys-518,MOD:00798
UniProtKB:Q9UEY8,2-706
UniProtKB:Q9UF02,1-275
UniProtKB:Q9UF12,1-536
UniProtKB:Q9UF33,23-1035,Tyr-605/Tyr-611,MOD:00048
UniProtKB:Q9UF33,23-1035
UniProtKB:Q9UFF9,1-292
UniProtKB:Q9UG01,1-1749
UniProtKB:Q9UG56,1-377
UniProtKB:Q9UG56,378-409
UniProtKB:Q9UGB7,1-285
UniProtKB:Q9UGC6,1-210
UniProtKB:Q9UGC7,27-380
UniProtKB:Q9UGF5,1-321
UniProtKB:Q9UGF6,1-321
UniProtKB:Q9UGF7,1-316
UniProtKB:Q9UGH3,1-650
UniProtKB:Q9UGI0,1-708
UniProtKB:Q9UGI6,1-736
UniProtKB:Q9UGI9,1-489
UniProtKB:Q9UGJ0,1-569
UniProtKB:Q9UGJ1,1-667
UniProtKB:Q9UGK3,1-403,Tyr-250,MOD:00048
UniProtKB:Q9UGK3,1-403
UniProtKB:Q9UGL1,1-1544
UniProtKB:Q9UGM1,26-479
UniProtKB:Q9UGM3,20-2413
UniProtKB:Q9UGM6,19-360
UniProtKB:Q9UGN4,18-299
UniProtKB:Q9UGN5,1-583
UniProtKB:Q9UGN5,1-583,XXX-null,MOD:00300
UniProtKB:Q9UGP4,1-676
UniProtKB:Q9UGP5,1-575
UniProtKB:Q9UGP8,1-760
UniProtKB:Q9UGQ2,1-172
UniProtKB:Q9UGQ3,1-507
UniProtKB:Q9UGY1,1-213
UniProtKB:Q9UH17,1-382
UniProtKB:Q9UH73,1-591
UniProtKB:Q9UH77,1-587
UniProtKB:Q9UH90,1-709
UniProtKB:Q9UH92,1-298
UniProtKB:Q9UH99,1-717
UniProtKB:Q9UHA4,1-124
UniProtKB:Q9UHA7,6-158
UniProtKB:Q9UHB4,1-597
UniProtKB:Q9UHB7,1-1163
UniProtKB:Q9UHB9,1-627
UniProtKB:Q9UHC1,1-1453
UniProtKB:Q9UHC3,1-531
UniProtKB:Q9UHC7,1-482
UniProtKB:Q9UHC7,1-482,Ser-109,MOD:00046
UniProtKB:Q9UHC9-2,22-1332
UniProtKB:Q9UHD0,25-177
UniProtKB:Q9UHD2,1-729,Ser-172,MOD:00046|Lys-670,MOD:01148
UniProtKB:Q9UHD2,1-729
UniProtKB:Q9UHD2,1-729,Ser-172,MOD:00046
UniProtKB:Q9UHD9,2-624
UniProtKB:Q9UHE5,1-227
UniProtKB:Q9UHF0,81-90
UniProtKB:Q9UHF3,1-227
UniProtKB:Q9UHF4,30-553
UniProtKB:Q9UHH9,1-426
UniProtKB:Q9UHI5,1-535
UniProtKB:Q9UHI6,1-824
UniProtKB:Q9UHI7,1-598
UniProtKB:Q9UHI8,253-967,XXX-null,MOD:00812
UniProtKB:Q9UHI8,253-967
UniProtKB:Q9UHJ6,1-478
UniProtKB:Q9UHK6,2-382
UniProtKB:Q9UHL4,26-492
UniProtKB:Q9UHM6,1-478
UniProtKB:Q9UHN1,?-485
UniProtKB:Q9UHP3,1-1055
UniProtKB:Q9UHP7,1-191
UniProtKB:Q9UHQ9,1-305
UniProtKB:Q9UHR5,1-308
UniProtKB:Q9UHV7,1-2174
UniProtKB:Q9UHV9,1-154
UniProtKB:Q9UHW9,1-532
UniProtKB:Q9UHW9,1-813
UniProtKB:Q9UHW9,1-1150
UniProtKB:Q9UHX1,1-559
UniProtKB:Q9UHX3,24-823
UniProtKB:Q9UHY1,2-535
UniProtKB:Q9UHY7,1-261
UniProtKB:Q9UI08,1-416
UniProtKB:Q9UI09,1-145
UniProtKB:Q9UI10,1-523
UniProtKB:Q9UI12,1-483
UniProtKB:Q9UI17,51-866
UniProtKB:Q9UI30,1-125
UniProtKB:Q9UI32,15-602
UniProtKB:Q9UI33,1-1791
UniProtKB:Q9UI40,59-661
UniProtKB:Q9UI43,19-246
UniProtKB:Q9UI95,1-211
UniProtKB:Q9UIA0,1-394
UniProtKB:Q9UIB8,22-345
UniProtKB:Q9UIC8,1-334
UniProtKB:Q9UID3,2-782
UniProtKB:Q9UIE0,1-474
UniProtKB:Q9UIF7,1-546
UniProtKB:Q9UIF9,1-1905
UniProtKB:Q9UIG0,1-1483
UniProtKB:Q9UIG8-1,1-710
UniProtKB:Q9UIH9,1-416
UniProtKB:Q9UII4,1-1024
UniProtKB:Q9UIJ5,1-367
UniProtKB:Q9UIJ7,2-227
UniProtKB:Q9UIK4,1-370
UniProtKB:Q9UIL1,1-159
UniProtKB:Q9UIL4,1-384
UniProtKB:Q9UIM3,1-349
UniProtKB:Q9UIQ6,1-1025
UniProtKB:Q9UIR0,1-455
UniProtKB:Q9UIU0,1-?
UniProtKB:Q9UIU0,25-956
UniProtKB:Q9UIV1,1-285
UniProtKB:Q9UIV8,1-391
UniProtKB:Q9UIW2,27-1896,Tyr-null,MOD:00048
UniProtKB:Q9UIW2,27-1896
UniProtKB:Q9UIX4,1-513
UniProtKB:Q9UJ14,1-472
UniProtKB:Q9UJ14,473-662
UniProtKB:Q9UJ37,1-374
UniProtKB:Q9UJ41,1-708
UniProtKB:Q9UJ68,24-235
UniProtKB:Q9UJ70,2-344
UniProtKB:Q9UJ71,1-328
UniProtKB:Q9UJ83,1-578
UniProtKB:Q9UJ90,1-142
UniProtKB:Q9UJ96,1-466
UniProtKB:Q9UJ98,1-1225
UniProtKB:Q9UJA2,1-301
UniProtKB:Q9UJA3,1-840
UniProtKB:Q9UJA5,1-497
UniProtKB:Q9UJF2,1-1139
UniProtKB:Q9UJK0,1-312
UniProtKB:Q9UJL9,1-534
UniProtKB:Q9UJM8,1-370
UniProtKB:Q9UJP4,1-597
UniProtKB:Q9UJQ4,1-1053
UniProtKB:Q9UJS0,1-675
UniProtKB:Q9UJT9,1-491
UniProtKB:Q9UJT9,1-491,Lys-109,MOD:01148
UniProtKB:Q9UJU2,1-399,Ser-166,MOD:00046|Thr-155,MOD:00047
UniProtKB:Q9UJU2,1-399
UniProtKB:Q9UJU3,1-913
UniProtKB:Q9UJU5,1-478
UniProtKB:Q9UJU6,1-361
UniProtKB:Q9UJU6,1-430
UniProtKB:Q9UJU6,362-431
UniProtKB:Q9UJV9,1-622,Lys-9,MOD:01148
UniProtKB:Q9UJV9,1-622
UniProtKB:Q9UJV9,1-622,Lys-115,MOD:01148
UniProtKB:Q9UJW0,2-460
UniProtKB:Q9UJW3,1-386
UniProtKB:Q9UJW8,1-692
UniProtKB:Q9UJX2,1-597
UniProtKB:Q9UJX3,1-599
UniProtKB:Q9UJX4,1-755
UniProtKB:Q9UJX5,1-808
UniProtKB:Q9UJX6,1-822
UniProtKB:Q9UJY1,1-196
UniProtKB:Q9UJY4,1-613
UniProtKB:Q9UJY5,1-639
UniProtKB:Q9UJZ1,29-356
UniProtKB:Q9UK05,320-429
UniProtKB:Q9UK08,1-67
UniProtKB:Q9UK10,1-706
UniProtKB:Q9UK11,1-482
UniProtKB:Q9UK12,1-451
UniProtKB:Q9UK13,1-617
UniProtKB:Q9UK17,1-655
UniProtKB:Q9UK22,1-296
UniProtKB:Q9UK32,1-745,Ser-232/Ser-372/Ser-389,MOD:00046|Thr-581,MOD:00047
UniProtKB:Q9UK32,1-745,Ser-372/Ser-389,MOD:00046|Thr-581,MOD:00047
UniProtKB:Q9UK32,1-745
UniProtKB:Q9UK39,1-431
UniProtKB:Q9UK41,1-221
UniProtKB:Q9UK45,1-103
UniProtKB:Q9UK45,2-103
UniProtKB:Q9UK55,22-444,XXX-null,MOD:00696
UniProtKB:Q9UK55,22-444
UniProtKB:Q9UK73,1-627
UniProtKB:Q9UK80,1-1055
UniProtKB:Q9UK96,1-956
UniProtKB:Q9UK97,1-447
UniProtKB:Q9UKA1,1-691
UniProtKB:Q9UKA2,1-621
UniProtKB:Q9UKB1,1-542
UniProtKB:Q9UKE5,1-1360
UniProtKB:Q9UKF2,199-790
UniProtKB:Q9UKF6,1-684
UniProtKB:Q9UKG1,1-709
UniProtKB:Q9UKG4,1-626
UniProtKB:Q9UKG9,1-612
UniProtKB:Q9UKI2,1-254,XXX-null,MOD:00696
UniProtKB:Q9UKI2,1-254
UniProtKB:Q9UKI3,21-123
UniProtKB:Q9UKJ0,20-227
UniProtKB:Q9UKJ1,20-303
UniProtKB:Q9UKJ8,197-722
UniProtKB:Q9UKK3,1-1724
UniProtKB:Q9UKK6,2-140
UniProtKB:Q9UKK9,1-219
UniProtKB:Q9UKL0,1-482
UniProtKB:Q9UKL2,1-312
UniProtKB:Q9UKL4,1-321
UniProtKB:Q9UKL6,1-214
UniProtKB:Q9UKM7,1-699
UniProtKB:Q9UKN1,17-5478,XXX-null,MOD:00163
UniProtKB:Q9UKN1,17-5478
UniProtKB:Q9UKN5,1-801
UniProtKB:Q9UKN8,1-822
UniProtKB:Q9UKP4,237-1686,XXX-null,MOD:00812
UniProtKB:Q9UKP4,237-1686
UniProtKB:Q9UKP5,245-1117,XXX-null,MOD:00812
UniProtKB:Q9UKP5,245-1117
UniProtKB:Q9UKP6,1-389
UniProtKB:Q9UKR0,22-248
UniProtKB:Q9UKR3,26-277
UniProtKB:Q9UKS6,1-424
UniProtKB:Q9UKT4,1-447,XXX-null,MOD:00696
UniProtKB:Q9UKT4,1-447,Ser-182,MOD:00046
UniProtKB:Q9UKT4,1-447,Ser-145/Ser-149,MOD:00046
UniProtKB:Q9UKT4,1-447
UniProtKB:Q9UKT5,1-387
UniProtKB:Q9UKT6,1-434
UniProtKB:Q9UKT7,1-428
UniProtKB:Q9UKT8,1-454
UniProtKB:Q9UKU0,1-697
UniProtKB:Q9UKU7,23-415
UniProtKB:Q9UKV0,1-1011
UniProtKB:Q9UKV3,1-1093
UniProtKB:Q9UKV3,1-1341
UniProtKB:Q9UKV3,1094-1341
UniProtKB:Q9UKV5,1-643
UniProtKB:Q9UKV8,1-859
UniProtKB:Q9UKW4,1-847,Tyr-173,MOD:00048
UniProtKB:Q9UKW4,1-847
UniProtKB:Q9UKX2,1-1941
UniProtKB:Q9UKX3,1-1938
UniProtKB:Q9UKX5,23-1188
UniProtKB:Q9UKX7,1-468
UniProtKB:Q9UKY0,27-152,XXX-152,MOD:00097
UniProtKB:Q9UKY4,1-750
UniProtKB:Q9UKZ1,1-510
UniProtKB:Q9UKZ9,24-415
UniProtKB:Q9UL01,23-958
UniProtKB:Q9UL03,1-887
UniProtKB:Q9UL12,23-918
UniProtKB:Q9UL15,1-447
UniProtKB:Q9UL18,1-857
UniProtKB:Q9UL19,1-164
UniProtKB:Q9UL25,2-222
UniProtKB:Q9UL25,2-222,Cys-221/Cys-222,MOD:00113
UniProtKB:Q9UL26,1-194,Cys-193/Cys-194,MOD:00113
UniProtKB:Q9UL26,1-194
UniProtKB:Q9UL33,1-140
UniProtKB:Q9UL45,1-172
UniProtKB:Q9UL46,2-239
UniProtKB:Q9UL51,1-889
UniProtKB:Q9UL58,1-517
UniProtKB:Q9UL59,1-606
UniProtKB:Q9UL62,1-973
UniProtKB:Q9ULB1,31-1477
UniProtKB:Q9ULB4,54-789
UniProtKB:Q9ULB5,48-785
UniProtKB:Q9ULC3,1-234,Cys-234,MOD:00113
UniProtKB:Q9ULC3,1-234
UniProtKB:Q9ULC5,1-683
UniProtKB:Q9ULC6,1-663
UniProtKB:Q9ULC8,1-765
UniProtKB:Q9ULD4,1-1205
UniProtKB:Q9ULD5,1-760
